Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
"Governing AI: Understanding the Limits, Possibility, and Risks of AI ...",https://brie.berkeley.edu/sites/default/files/governing_ai_wp5_99.pdf,"Aug 5, 2020 ... Indeed, more likely than agreement on global governance, there will be intense cyber rivalries that risk splintering the digital world into two (West vs. China) ...",,misinformation,China,4/8/20,5/8/20,0.32780412,758
Pillars of Russia's Disinformation and Propaganda Ecosystem | US ...,https://www.state.gov/external-content/pillars-of-russias-disinformation-and-propaganda-ecosystem/,"Aug 5, 2020 ... Its large roster of fringe authors and conspiracy theorists serves as a talent pool for Russian and Chinese websites. Its publications also provide a Western.",,misinformation,China,4/8/20,5/8/20,0.4139691,759
Disinformation as a wicked problem: Why we need co-regulatory ...,https://www.brookings.edu/wp-content/uploads/2020/08/montgomery_disinformation-regulation_pdf.pdf,"Aug 6, 2020 ... The most effective strategy to manage wicked problems is co-regulation, a multi-stakeholder approach that requires governments and platforms to increase.",,misinformation,China,5/8/20,6/8/20,0.54455763,760
"Governing AI: Understanding the Limits, Possibility, and Risks of AI ...",https://brie.berkeley.edu/sites/default/files/governing_ai_wp5_99.pdf,"Aug 5, 2020 ... Indeed, more likely than agreement on global governance, there will be intense cyber rivalries that risk splintering the digital world into two (West vs. China) ...",,misinformation,China,5/8/20,6/8/20,0.32780412,761
Pillars of Russia's Disinformation and Propaganda Ecosystem | US ...,https://www.state.gov/external-content/pillars-of-russias-disinformation-and-propaganda-ecosystem/,"Aug 5, 2020 ... Its large roster of fringe authors and conspiracy theorists serves as a talent pool for Russian and Chinese websites. Its publications also provide a Western.",,misinformation,China,5/8/20,6/8/20,0.4139691,762
Disinformation as a wicked problem: Why we need co-regulatory ...,https://www.brookings.edu/wp-content/uploads/2020/08/montgomery_disinformation-regulation_pdf.pdf,"Aug 6, 2020 ... The most effective strategy to manage wicked problems is co-regulation, a multi-stakeholder approach that requires governments and platforms to increase.",,misinformation,China,6/8/20,7/8/20,0.54455763,763
August 2020 Coordinated Inauthentic Behavior Report,https://about.fb.com/wp-content/uploads/2020/09/August-2020-CIB-Report.pdf,"Aug 9, 2020 ... We have shared information about our findings with law enforcement, policymakers and industry partners. Since 2017, we have removed over 100 networks ...",,misinformation,China,8/8/20,9/8/20,0.3265711,764
August 2020 Coordinated Inauthentic Behavior Report,https://about.fb.com/wp-content/uploads/2020/09/August-2020-CIB-Report.pdf,"Aug 9, 2020 ... We have shared information about our findings with law enforcement, policymakers and industry partners. Since 2017, we have removed over 100 networks ...",,misinformation,China,9/8/20,10/8/20,0.3265711,765
How weaponizing disinformation can bring down a city's power grid,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0236517&type=printable,"Aug 12, 2020 ... Editor: Qi Jiang, Xidian University, CHINA ... For instance, after the fake notifications are sent out and before a blackout happens, law enforcement and other ...",,misinformation,China,11/8/20,12/8/20,0.32907143,766
How weaponizing disinformation can bring down a city's power grid,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0236517&type=printable,"Aug 12, 2020 ... Editor: Qi Jiang, Xidian University, CHINA ... For instance, after the fake notifications are sent out and before a blackout happens, law enforcement and other ...",,misinformation,China,12/8/20,13/8/20,0.32907143,767
Enduring Information Vigilance: Government after COVID-19,https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=2671&context=parameters,"Aug 14, 2020 ... and legal debates about issues of strategic interest to China, including ... disinformation. Page ... Chinese language Twitter users to post pro-CCP misinformation.",,misinformation,China,13/8/20,14/8/20,0.3244933,768
Emotion Cognizance Improves Health Fake News Identification,https://pureadmin.qub.ac.uk/ws/files/214395437/Emotion_Cognizance_Improves_Health_Fake_News_Identification_FinalVersion.pdf,"Aug 14, 2020 ... ... laws. If you discover content in the. Research Portal that you believe breaches copyright or violates any law, please contact openaccess@qub.ac.uk. Open ...",,misinformation,China,13/8/20,14/8/20,0.35008407,769
Enduring Information Vigilance: Government after COVID-19,https://press.armywarcollege.edu/cgi/viewcontent.cgi?article=2671&context=parameters,"Aug 14, 2020 ... and legal debates about issues of strategic interest to China, including ... disinformation. Page ... Chinese language Twitter users to post pro-CCP misinformation.",,misinformation,China,14/8/20,15/8/20,0.3244933,770
"Lies, Gaslighting and Propaganda",https://digitalcommons.law.buffalo.edu/cgi/viewcontent.cgi?article=4883&context=buffalolawreview,"Aug 15, 2020 ... Finally, I am indebted to Earl Austin Voss for his research assistance. All errors are my own. 1037. Page 3. 1038. BUFFALO LAW REVIEW.",,misinformation,China,14/8/20,15/8/20,0.4328955,771
"Lies, Gaslighting and Propaganda",https://digitalcommons.law.buffalo.edu/cgi/viewcontent.cgi?article=4883&context=buffalolawreview,"Aug 15, 2020 ... Finally, I am indebted to Earl Austin Voss for his research assistance. All errors are my own. 1037. Page 3. 1038. BUFFALO LAW REVIEW.",,misinformation,China,15/8/20,16/8/20,0.4328955,772
Policy Brief,https://www.jiia-jic.jp/en/policybrief/pdf/PolicyBrief_Chansoria_200824.pdf,"Aug 24, 2020 ... to the Japanese government, the Nippon. Foundation, in collaboration with the United. Nations Division for Ocean Affairs and the. Law of the Sea (DOALOS) ...",,misinformation,China,23/8/20,24/8/20,0.3698484,773
Government Information Crackdowns in the Covid-19 Pandemic,https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?article=1059&context=research,"Aug 25, 2020 ... ... china-disinformation.html​. 2 Jane Lytvynenko ... Misinformation and disinformation claiming ... For one, India has mainly relied on existing legislation to act.",,misinformation,China,24/8/20,25/8/20,0.41484854,774
"A Companion to Democracy #3 - Misinformation, Disinformation ...",https://www.boell.de/sites/default/files/2020-08/200825_E-Paper3_ENG.pdf,"Aug 25, 2020 ... China, Iran, and even Montenegro].5 In addition ... disorder – either on fake news (misinformation, disinformation, and/or malinformation) ... “Fake News: A Legal ...",,misinformation,China,24/8/20,25/8/20,0.6672034,775
Government Information Crackdowns in the Covid-19 Pandemic,https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?article=1059&context=research,"Aug 25, 2020 ... ... china-disinformation.html​. 2 Jane Lytvynenko ... Misinformation and disinformation claiming ... For one, India has mainly relied on existing legislation to act.",,misinformation,China,25/8/20,26/8/20,0.41484854,776
"A Companion to Democracy #3 - Misinformation, Disinformation ...",https://www.boell.de/sites/default/files/2020-08/200825_E-Paper3_ENG.pdf,"Aug 25, 2020 ... China, Iran, and even Montenegro].5 In addition ... disorder – either on fake news (misinformation, disinformation, and/or malinformation) ... “Fake News: A Legal ...",,misinformation,China,25/8/20,26/8/20,0.6672034,777
China's propaganda and disinformation campaigns in Central Europe,https://mapinfluence.eu/wp-content/uploads/2020/08/Mapinfluence_BRIEFING-PAPER_chinas-propaganda_A4_interaktivni_EN_01-1.pdf,"Aug 27, 2020 ... impose security legislation on Hong Kong.9. Second, Slovakia, like virtually every other country, had to deal with the fallout from the COVID-19 pandemic ...",,misinformation,China,26/8/20,27/8/20,0.42963934,778
Anger makes fake news viral online arXiv:2004.10399v3 [cs.SI] 27 ...,https://arxiv.org/pdf/2004.10399,"Aug 27, 2020 ... Specifically, all users have to provide their IDs dur- ing registration because of the real-name certification regulation in China. Besides, influential.",,misinformation,China,26/8/20,27/8/20,0.31345308,779
AUDIT OF NASA'S POLICY AND PRACTICES REGARDING THE ...,https://oig.nasa.gov/docs/IG-20-021.pdf,"Aug 27, 2020 ... in China. Federal law defines these risks as adversary sabotaging and maliciously introducing unwanted functions to surveil, deny, disrupt, or otherwise ...",,misinformation,China,26/8/20,27/8/20,0.3110807,780
China's propaganda and disinformation campaigns in Central Europe,https://mapinfluence.eu/wp-content/uploads/2020/08/Mapinfluence_BRIEFING-PAPER_chinas-propaganda_A4_interaktivni_EN_01-1.pdf,"Aug 27, 2020 ... impose security legislation on Hong Kong.9. Second, Slovakia, like virtually every other country, had to deal with the fallout from the COVID-19 pandemic ...",,misinformation,China,27/8/20,28/8/20,0.42963934,781
Anger makes fake news viral online arXiv:2004.10399v3 [cs.SI] 27 ...,https://arxiv.org/pdf/2004.10399,"Aug 27, 2020 ... Specifically, all users have to provide their IDs dur- ing registration because of the real-name certification regulation in China. Besides, influential.",,misinformation,China,27/8/20,28/8/20,0.31345308,782
AUDIT OF NASA'S POLICY AND PRACTICES REGARDING THE ...,https://oig.nasa.gov/docs/IG-20-021.pdf,"Aug 27, 2020 ... in China. Federal law defines these risks as adversary sabotaging and maliciously introducing unwanted functions to surveil, deny, disrupt, or otherwise ...",,misinformation,China,27/8/20,28/8/20,0.3110807,783
Tackling COVID-19 Disinformation: Internal and External ...,https://scholar.archive.org/work/ltwznsl3zjg5zk57ibf5h743qi/access/wayback/https://brill.com/downloadpdf/journals/hjd/15/4/article-p569_8.pdf,"Sep 2, 2020 ... https://www.euractiv.com/section/digital/news/ zuckerberg-appeals-for-european-leadership-on-platform-regulation/. Sylvers, Eric and Bojan Pancevski. 'Chinese ...",,misinformation,China,1/9/20,2/9/20,0.34696683,784
Tackling COVID-19 Disinformation: Internal and External ...,https://scholar.archive.org/work/ltwznsl3zjg5zk57ibf5h743qi/access/wayback/https://brill.com/downloadpdf/journals/hjd/15/4/article-p569_8.pdf,"Sep 2, 2020 ... https://www.euractiv.com/section/digital/news/ zuckerberg-appeals-for-european-leadership-on-platform-regulation/. Sylvers, Eric and Bojan Pancevski. 'Chinese ...",,misinformation,China,2/9/20,3/9/20,0.34696683,785
On the Detection of Disinformation Campaign Activity with Network ...,https://arxiv.org/pdf/2005.13466,"Sep 7, 2020 ... campaign1 (e.g., China state-sponsored targeting Hong Kong). All coordination graphs and features mentioned in Section 3.2 were generated based on this ...",,misinformation,China,6/9/20,7/9/20,0.42550346,786
This is a repository copy of Investigating clickbait in Chinese social ...,https://eprints.whiterose.ac.uk/165584/1/Clickbait_detection_on_WeChat_final%20-%20Paul%20D%20Clough.pdf,"Sep 7, 2020 ... that must also deal with misinformation, disinformation and fake news [2, 3]. ... The regulation emphasises that the producers of online information content.",,misinformation,China,6/9/20,7/9/20,0.32374394,787
On the Detection of Disinformation Campaign Activity with Network ...,https://arxiv.org/pdf/2005.13466,"Sep 7, 2020 ... campaign1 (e.g., China state-sponsored targeting Hong Kong). All coordination graphs and features mentioned in Section 3.2 were generated based on this ...",,misinformation,China,7/9/20,8/9/20,0.42550346,788
Fighting fake news in the COVID‑19 era: policy insights from an ...,https://www.jstor.org/stable/48743924,"Sep 9, 2020 ... Corona virus (COVID-19) “Infodemic” and emerging issues through a data lens: The case of China. International Journal of Environmental Research and Public ...",,misinformation,China,8/9/20,9/9/20,0.45974094,789
Fighting fake news in the COVID‑19 era: policy insights from an ...,https://www.jstor.org/stable/48743924,"Sep 9, 2020 ... Corona virus (COVID-19) “Infodemic” and emerging issues through a data lens: The case of China. International Journal of Environmental Research and Public ...",,misinformation,China,9/9/20,10/9/20,0.45974094,790
How to Counter China's Disinformation Campaign in Taiwan,https://www.armyupress.army.mil/Portals/7/military-review/Archives/English/SE-S21/SES21-Zhang-China-Disinformation.pdf,"Sep 11, 2020 ... identifying misinformation and disinformation.45 ... prevalence of disinformation from China.68. Train ... “Taiwan Passes Law Targeting Chinese Political Interfer-.",,misinformation,China,10/9/20,11/9/20,0.48736703,791
Naming and Shaming China: America's Strategy of Rhetorical ...,https://www.jstor.org/stable/26996199,"Sep 11, 2020 ... The key to a successful rhetorical coercion strategy lies in both ... law, China was able to counter US claims that it had disregarded ... “White Paper on South ...",,misinformation,China,10/9/20,11/9/20,0.39152756,792
How to Counter China's Disinformation Campaign in Taiwan,https://www.armyupress.army.mil/Portals/7/military-review/Archives/English/SE-S21/SES21-Zhang-China-Disinformation.pdf,"Sep 11, 2020 ... identifying misinformation and disinformation.45 ... prevalence of disinformation from China.68. Train ... “Taiwan Passes Law Targeting Chinese Political Interfer-.",,misinformation,China,11/9/20,12/9/20,0.48736703,793
Naming and Shaming China: America's Strategy of Rhetorical ...,https://www.jstor.org/stable/26996199,"Sep 11, 2020 ... The key to a successful rhetorical coercion strategy lies in both ... law, China was able to counter US claims that it had disregarded ... “White Paper on South ...",,misinformation,China,11/9/20,12/9/20,0.39152756,794
"Six Steps to a Safe, Trusted Election",https://www.mitre.org/sites/default/files/2021-11/prs-20-2483-mitre-election-integrity-report-september-2020.pdf,"Sep 14, 2020 ... The challenges before the COVID-19 pandemic were already tough enough: Foreign cyber interference from Russia, China, and Iran. ... on misinformation and ...",,misinformation,China,13/9/20,14/9/20,0.31406978,795
The Internet's Challenge to Democracy: Framing the Problem and ...,https://www.parliament.vic.gov.au/contentassets/b54bf42a40e84b07b7f7e24da66062fe/attachment-documents/35.-attachment-1.pdf,"Sep 14, 2020 ... Especially given the success of Chinese internet firms, such as. Alibaba and Weibo, the Chinese model of internet regulation, despite its authoritarianism, has.",,misinformation,China,13/9/20,14/9/20,0.3288267,796
Misconceptions of Law and Misguided Policy,https://www.jstor.org/stable/44636250,"Sep 14, 2020 ... ... China and made intervention in Angola impossible? Are plans realistic when they disregard the apprehensions of those on whose cooperation the realization of ...",,misinformation,China,14/9/20,15/9/20,0.5800772,797
"Six Steps to a Safe, Trusted Election",https://www.mitre.org/sites/default/files/2021-11/prs-20-2483-mitre-election-integrity-report-september-2020.pdf,"Sep 14, 2020 ... The challenges before the COVID-19 pandemic were already tough enough: Foreign cyber interference from Russia, China, and Iran. ... on misinformation and ...",,misinformation,China,14/9/20,15/9/20,0.31406978,798
Anger contributes to the spread of COVID-19 misinformation,https://misinforeview.hks.harvard.edu/wp-content/uploads/2020/09/han_emotion_misinformation_covid_19_20200917.pdf,"Sep 17, 2020 ... These COVID-19 rumors came from DXY.cn, a Chinese online community for physicians and health care professionals. This site hosted a comprehensive list of rumors ...",,misinformation,China,16/9/20,17/9/20,0.40883222,799
How Canada failed our health care workers and mismanaged ...,https://nursesunions.ca/wp-content/uploads/2021/03/a_time_of_fear_possamai_final_book_digital.pdf,"Sep 17, 2020 ... Health Commission of China to act on a ... misrepresentation of the Chinese experience. This ... Ontario Regulation 67/93, Regulation for. Health Care and ...",,misinformation,China,16/9/20,17/9/20,0.33974254,800
Anger contributes to the spread of COVID-19 misinformation,https://misinforeview.hks.harvard.edu/wp-content/uploads/2020/09/han_emotion_misinformation_covid_19_20200917.pdf,"Sep 17, 2020 ... These COVID-19 rumors came from DXY.cn, a Chinese online community for physicians and health care professionals. This site hosted a comprehensive list of rumors ...",,misinformation,China,17/9/20,18/9/20,0.40883222,801
Cognitive Hacking as the New Disinformation Frontier,https://www.aph.gov.au/DocumentStore.ashx?id=b454cd90-d836-43c5-af27-05fea0cf8dd1&subId=692042,"Sep 22, 2020 ... China's 2017 national intelligence law directs ... In both cases, weaponized disinformation attacks were ... This information conceivably allows the app to insert ...",,misinformation,China,21/9/20,22/9/20,0.332418,802
Lies in the Air: Characterizing Fake-base-station Spam Ecosystem in ...,https://www.liubaojun.org/files/paper/CCS-2020A.pdf,"Sep 21, 2020 ... Note that, the activities in Illegal Promotion are also a subset of Adver- tisements, but illegal according to Chinese law. In the end, our ground-truth ...",,misinformation,China,21/9/20,22/9/20,0.3925768,803
Cognitive Hacking as the New Disinformation Frontier,https://www.aph.gov.au/DocumentStore.ashx?id=b454cd90-d836-43c5-af27-05fea0cf8dd1&subId=692042,"Sep 22, 2020 ... China's 2017 national intelligence law directs ... In both cases, weaponized disinformation attacks were ... This information conceivably allows the app to insert ...",,misinformation,China,22/9/20,23/9/20,0.332418,804
COVID-19's (mis)information ecosystem on Twitter: How ...,https://arxiv.org/pdf/2009.12905,"Sep 27, 2020 ... In November 2019, a febrile respiratory illness caused by SARS-CoV-2 infected people in the city of Wuhan, China. ... misinformation on the internet. We use.",,misinformation,China,26/9/20,27/9/20,0.35640714,805
WeChat International Pte. Ltd. Foreign Interference through Social ...,https://www.aph.gov.au/DocumentStore.ashx?id=773089c5-92bc-4d02-a418-717f2f55f48c&subId=692212,"Sep 30, 2020 ... WeChat is operated by WeChat International, and is designed for users outside of mainland. China. ... remove false news, disinformation, misinformation ... a law, ...",,misinformation,China,29/9/20,30/9/20,0.30896124,806
Disinformation and Epidemics: Anticipating the Next Phase of ...,https://www.liebertpub.com/doi/pdf/10.1089/hs.2020.0038,"Oct 1, 2020 ... In late December 2019 and early January 2020, reports started emerging of a new coronavirus outbreak in Wuhan,. China. This outbreak of novel coronavirus ...",,misinformation,China,30/9/20,1/10/20,0.41626713,807
WeChat International Pte. Ltd. Foreign Interference through Social ...,https://www.aph.gov.au/DocumentStore.ashx?id=773089c5-92bc-4d02-a418-717f2f55f48c&subId=692212,"Sep 30, 2020 ... WeChat is operated by WeChat International, and is designed for users outside of mainland. China. ... remove false news, disinformation, misinformation ... a law, ...",,misinformation,China,30/9/20,1/10/20,0.30896124,808
Disinformation and Epidemics: Anticipating the Next Phase of ...,https://www.liebertpub.com/doi/pdf/10.1089/hs.2020.0038,"Oct 1, 2020 ... In late December 2019 and early January 2020, reports started emerging of a new coronavirus outbreak in Wuhan,. China. This outbreak of novel coronavirus ...",,misinformation,China,1/10/20,2/10/20,0.41626713,809
3. INTELLECTUAL PROPERTY POLICY FOR INTERNET ...,https://www.wto.org/english/tratop_e/trips_e/colloquium_papers_e/2017/chapter_3_2017_e.pdf,"Oct 1, 2020 ... Executive Director of the China Technology Law Association. ... fit well into the normal regulatory system. ... internet platforms lies in their indirect network ...",,misinformation,China,1/10/20,2/10/20,0.35351235,810
"Has POFMA been effective? A look at the fake news law, 1 year ...",https://lkyspp.nus.edu.sg/docs/default-source/ips/cna_in-focus-has-pofma-been-effective-a-look-at-the-fake-news-law-1-year-since-it-kicked-in_031020.pdf?sfvrsn=3c9e480a_2,"Oct 3, 2020 ... The first confirmed fatality outside China would only be reported on Feb 2: A 44-year-old. Wuhan man who died in the Philippines. The Singapore authorities ...",,misinformation,China,2/10/20,3/10/20,0.37009063,811
"Has POFMA been effective? A look at the fake news law, 1 year ...",https://lkyspp.nus.edu.sg/docs/default-source/ips/cna_in-focus-has-pofma-been-effective-a-look-at-the-fake-news-law-1-year-since-it-kicked-in_031020.pdf?sfvrsn=3c9e480a_2,"Oct 3, 2020 ... The first confirmed fatality outside China would only be reported on Feb 2: A 44-year-old. Wuhan man who died in the Philippines. The Singapore authorities ...",,misinformation,China,3/10/20,4/10/20,0.37009063,812
Freedom of Speech as a Right to Know,https://scholarship.law.uc.edu/cgi/viewcontent.cgi?article=1376&context=uclr,"Oct 4, 2020 ... Its basic logic lies in an Enlightenment ... through constitutional making, legislation, or judicial construction, ... countries, like the United States and China.",,misinformation,China,3/10/20,4/10/20,0.3218734,813
Freedom of Speech as a Right to Know,https://scholarship.law.uc.edu/cgi/viewcontent.cgi?article=1376&context=uclr,"Oct 4, 2020 ... Its basic logic lies in an Enlightenment ... through constitutional making, legislation, or judicial construction, ... countries, like the United States and China.",,misinformation,China,4/10/20,5/10/20,0.3218734,814
Mapping Fake News and Disinformation in the Western Balkans and ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2020/653621/EXPO_STU(2020)653621_EN.pdf,"Oct 6, 2020 ... While foreign actors feature prominently – chiefly Russia, but also China, Turkey, and other countries in and near the region – the bulk of disinformation in ...",,misinformation,China,5/10/20,6/10/20,0.43509105,815
Mapping Fake News and Disinformation in the Western Balkans and ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2020/653621/EXPO_STU(2020)653621_EN.pdf,"Oct 6, 2020 ... While foreign actors feature prominently – chiefly Russia, but also China, Turkey, and other countries in and near the region – the bulk of disinformation in ...",,misinformation,China,6/10/20,7/10/20,0.43509105,816
Beyond (Mis)Representation: Visuals in COVID-19 Misinformation,https://journals.sagepub.com/doi/pdf/10.1177/1940161220964780,"Oct 11, 2020 ... For example, one post includes a visual that resembles a mug shot or wanted poster of a man from China falsely accused of spreading the virus (Figure 2). The ...",,misinformation,China,11/10/20,12/10/20,0.4240234,817
"MISINFORMATION, CONSPIRACY THEORIES, AND “INFODEMICS ...",https://www.congress.gov/116/meeting/house/111087/documents/HHRG-116-IG00-Transcript-20201015.pdf,"Oct 15, 2020 ... Law enforcement are at a serious disadvantage when attempting to do their jobs amid rumors and conspiracy theories spreading like digital wildfire online. And I ...",,misinformation,China,14/10/20,15/10/20,0.61068743,818
Good Practices Compendium on Combating Corruption in the ...,https://www.unodc.org/pdf/corruption/G20_Compendium_COVID-19_FINAL.pdf,"Oct 16, 2020 ... China: Online law enforcement cooperation platforms should be established and used for ongoing communication, and capacity-building programmes and ...",,misinformation,China,15/10/20,16/10/20,0.3294079,819
"MISINFORMATION, CONSPIRACY THEORIES, AND “INFODEMICS ...",https://www.congress.gov/116/meeting/house/111087/documents/HHRG-116-IG00-Transcript-20201015.pdf,"Oct 15, 2020 ... Law enforcement are at a serious disadvantage when attempting to do their jobs amid rumors and conspiracy theories spreading like digital wildfire online. And I ...",,misinformation,China,15/10/20,16/10/20,0.61068743,820
Good Practices Compendium on Combating Corruption in the ...,https://www.unodc.org/pdf/corruption/G20_Compendium_COVID-19_FINAL.pdf,"Oct 16, 2020 ... China: Online law enforcement cooperation platforms should be established and used for ongoing communication, and capacity-building programmes and ...",,misinformation,China,16/10/20,17/10/20,0.3294079,821
"COVID-19 vaccine deployment: behaviour, ethics, misinformation ...",https://royalsociety.org/-/media/policy/projects/set-c/set-c-vaccine-deployment.pdf,"Oct 21, 2020 ... Governments such as Singapore and China not only engaged in legal and authoritative measures to stop misinformation, but called for social support from the.",,misinformation,China,20/10/20,21/10/20,0.31814674,822
"COVID-19 vaccine deployment: behaviour, ethics, misinformation ...",https://royalsociety.org/-/media/policy/projects/set-c/set-c-vaccine-deployment.pdf,"Oct 21, 2020 ... Governments such as Singapore and China not only engaged in legal and authoritative measures to stop misinformation, but called for social support from the.",,misinformation,China,21/10/20,22/10/20,0.31814674,823
COVID‐19 and misinformation: Is censorship of social media a ...,https://www.embopress.org/doi/pdf/10.15252/embr.202051420,"Oct 26, 2020 ... began to spread outside China, the Director ... current legal protections of the big tech ... society against misinformation. In this context, two areas of ...",,misinformation,China,25/10/20,26/10/20,0.48661456,824
COVID‐19 and misinformation: Is censorship of social media a ...,https://www.embopress.org/doi/pdf/10.15252/embr.202051420,"Oct 26, 2020 ... began to spread outside China, the Director ... current legal protections of the big tech ... society against misinformation. In this context, two areas of ...",,misinformation,China,26/10/20,27/10/20,0.48661456,825
Fake News and Elections in Asia,https://asiacentre.org/wp-content/uploads/2020/10/Conference-Proceedings_Fake-News-and-Elections-in-Asia-2019.pdf,"Oct 31, 2020 ... North Korea and China are metapolitical examples, but China is a doubling up of the ... Keywords: ​fake news, legal proceedings, legal provision, Law No.",,misinformation,China,31/10/20,1/11/20,0.39714825,826
"Information, Misinformation, and the Media Course Code : CLE9035 ...",https://www.ln.edu.hk/philoso/programme/info/4yr/CLE9035.pdf,"Nov 13, 2020 ... ... legal or institutional reform is needed to ... Fake news and conspiracy theories as misinformation in an epistemic network ... china-covid-19-conspiracy-theories.",,misinformation,China,12/11/20,13/11/20,0.4482166,827
"Information, Misinformation, and the Media Course Code : CLE9035 ...",https://www.ln.edu.hk/philoso/programme/info/4yr/CLE9035.pdf,"Nov 13, 2020 ... ... legal or institutional reform is needed to ... Fake news and conspiracy theories as misinformation in an epistemic network ... china-covid-19-conspiracy-theories.",,misinformation,China,13/11/20,14/11/20,0.4482166,828
Political psychology in the digital (mis)information age: A model of ...,https://osf.io/preprints/psyarxiv/u5yts/download/?format=pdf,"Nov 15, 2020 ... For example, China's fake news laws cast a broad definition of fake. Twitter ... Fighting misinformation on social media using crowdsourced judgments of news ...",,misinformation,China,14/11/20,15/11/20,0.42404446,829
Political psychology in the digital (mis)information age: A model of ...,https://osf.io/preprints/psyarxiv/u5yts/download/?format=pdf,"Nov 15, 2020 ... For example, China's fake news laws cast a broad definition of fake. Twitter ... Fighting misinformation on social media using crowdsourced judgments of news ...",,misinformation,China,15/11/20,16/11/20,0.42404446,830
STOP THE VIRUS OF DISINFORMATION,https://unicri.it/sites/default/files/2020-11/SM%20misuse.pdf,"Nov 19, 2020 ... ... legal sta- tus of any country, territory, city or ... 12 Data scientists, journalists, fact-checkers, and developers are teaming up to combat disinformation and ...",,misinformation,China,18/11/20,19/11/20,0.3828557,831
STOP THE VIRUS OF DISINFORMATION,https://unicri.it/sites/default/files/2020-11/SM%20misuse.pdf,"Nov 19, 2020 ... ... legal sta- tus of any country, territory, city or ... 12 Data scientists, journalists, fact-checkers, and developers are teaming up to combat disinformation and ...",,misinformation,China,19/11/20,20/11/20,0.3828557,832
Using artificial intelligence to make decisions: Addressing the ...,https://humanrights.gov.au/sites/default/files/document/publication/final_version_technical_paper_addressing_the_problem_of_algorithmic_bias.pdf,"Nov 23, 2020 ... It shows how algorithmic bias may pose a risk of unlawful discrimination under federal, state and territory anti-discrimination and equal opportunity laws. This ...",,misinformation,China,22/11/20,23/11/20,0.32376835,833
Using artificial intelligence to make decisions: Addressing the ...,https://humanrights.gov.au/sites/default/files/document/publication/final_version_technical_paper_addressing_the_problem_of_algorithmic_bias.pdf,"Nov 23, 2020 ... It shows how algorithmic bias may pose a risk of unlawful discrimination under federal, state and territory anti-discrimination and equal opportunity laws. This ...",,misinformation,China,23/11/20,24/11/20,0.32376835,834
The Chief Executive's 2020 Policy Address - Striving Ahead with ...,https://www.policyaddress.gov.hk/2020/eng/pdf/PA2020.pdf,"Nov 27, 2020 ... China (the Basic Law); it was imperative to always focus on ... Kong's laws and judicial ... the proliferation of misinformation in social media, it is the shared.",,misinformation,China,27/11/20,28/11/20,0.31453195,835
Dictating the Internet: Curtailing Free Expression and Information ...,https://www.icj.org/wp-content/uploads/2020/12/Vietnam-Freedom-of-expression-Publications-reports-thematic-reports-2020-ENG.pdf,"Dec 1, 2020 ... ... fake-news-law- · social-media.html. 180 Amnesty Intl, April 2020. 181 Trung Son, 'Three celebrities cough up $430 each for fake coronavirus posts', VN Express ...",,misinformation,China,30/11/20,1/12/20,0.4136516,836
Dictating the Internet: Curtailing Free Expression and Information ...,https://www.icj.org/wp-content/uploads/2020/12/Vietnam-Freedom-of-expression-Publications-reports-thematic-reports-2020-ENG.pdf,"Dec 1, 2020 ... ... fake-news-law- · social-media.html. 180 Amnesty Intl, April 2020. 181 Trung Son, 'Three celebrities cough up $430 each for fake coronavirus posts', VN Express ...",,misinformation,China,1/12/20,2/12/20,0.4136516,837
Automatically Characterizing Targeted Information Operations ...,https://arxiv.org/pdf/2004.08726,"Dec 4, 2020 ... or fake news sources can cause misinformation ... china, chinese, wuhan, #beijing, #china, #chinese, ... [32] North. Atlantic. Treaty. Organization,. “Nato's.",,misinformation,China,3/12/20,4/12/20,0.3642943,838
Encountering misinformation online: antecedents of trust and distrust ...,https://www.newswise.com/pdf_docs/16076047227459_Cheng%20trust%20distrust%20and%20Facebook%202020%20FINAL.pdf,"Dec 3, 2020 ... 2.2 Misinformation and disinformation ... regulation”, Mass Communication and Society, Vol. ... examination of gratifications, civic attitudes and civic engagement ...",,misinformation,China,3/12/20,4/12/20,0.53708243,839
Automatically Characterizing Targeted Information Operations ...,https://arxiv.org/pdf/2004.08726,"Dec 4, 2020 ... or fake news sources can cause misinformation ... china, chinese, wuhan, #beijing, #china, #chinese, ... [32] North. Atlantic. Treaty. Organization,. “Nato's.",,misinformation,China,4/12/20,5/12/20,0.3642943,840
